consecutive_number,f0_,f1_,f2_,f3_,f4_,f5_,f6_,f7_,f8_,f9_,f10_,f11_,f12_,f13_,f14_,f15_
270193,Minnesota,Rural,2016-07-31T14:27:00Z,Daylight,45.72629444,-93.74074444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550403,Wisconsin,Rural,2016-09-24T01:59:00Z,Dark – Lighted,42.580675,-90.09568889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
120366,Florida,Rural,2016-03-20T01:10:00Z,Dark – Not Lighted,30.31222222,-87.42666667,Dry,Not Reported,Straight,Uphill,No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
10815,Alabama,Rural,2016-11-30T23:35:00Z,Dark – Not Lighted,33.25094167,-86.21592778,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Downhill,"Yes, Exceeded Speed Limit",65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
480714,Texas,Rural,2016-03-06T20:41:00Z,Dark – Not Lighted,33.57723889,-95.95380833,Dry,Not Reported,Straight,Level,No,67,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
482339,Texas,Urban,2016-09-13T12:37:00Z,Daylight,29.60000278,-95.17648889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370711,North Carolina,Urban,2016-07-16T15:55:00Z,Daylight,35.60579444,-80.78191667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
62018,California,Rural,2016-11-01T16:32:00Z,Daylight,39.82323611,-121.925625,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,57,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370211,North Carolina,Rural,2016-03-13T12:01:00Z,Daylight,34.80413056,-76.73679444,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,"Yes, Too Fast for Conditions",35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370202,North Carolina,Rural,2016-01-27T11:34:00Z,Daylight,35.78780278,-79.15004444,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope",No,45,"Inattention (Inattentive), Details Unknown",None/Apparently Normal,No Obstruction Noted,Cloudy
370820,North Carolina,Rural,2016-08-16T13:17:00Z,Daylight,36.11890556,-81.16843611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370190,North Carolina,Rural,2016-03-05T18:31:00Z,Dusk,36.47887222,-79.67477778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",90,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
40510,Arizona,Urban,2016-08-23T11:14:00Z,Daylight,33.39323889,-111.83998611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",100,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
490054,Utah,Urban,2016-04-15T19:37:00Z,Dark – Lighted,40.23397778,-111.68551944,Dry,Concrete,Straight,Level,No,15,While Using Other Component/Controls Integral to Vehicle,None/Apparently Normal,No Obstruction Noted,Cloudy
420917,Pennsylvania,Rural,2016-10-17T16:01:00Z,Daylight,41.67927778,-80.22745278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420280,Pennsylvania,Rural,2016-05-19T15:05:00Z,Daylight,40.66199722,-76.82883889,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Too Fast for Conditions",55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10551,Alabama,Rural,2016-09-06T11:10:00Z,Daylight,33.86511389,-87.16895,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
420050,Pennsylvania,Urban,2016-01-07T21:03:00Z,Dark – Not Lighted,40.713025,-75.39485,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Straight,Non-Trafficway or Driveway Access,"Yes, Exceeded Speed Limit",54,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
421028,Pennsylvania,Urban,2016-12-11T17:48:00Z,Dark – Not Lighted,40.91291111,-77.68009167,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
450142,South Carolina,Rural,2016-03-09T15:56:00Z,Daylight,34.34304722,-82.0655,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope",No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
130745,Georgia,Rural,2016-07-19T16:52:00Z,Daylight,32.54643333,-83.75293056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,46,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10029,Alabama,Rural,2016-01-14T11:54:00Z,Daylight,33.09165833,-85.77912222,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Exceeded Speed Limit",65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420724,Pennsylvania,Rural,2016-09-20T15:39:00Z,Daylight,40.46263333,-77.29500278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10093,Alabama,Rural,2016-02-25T06:40:00Z,Daylight,32.46948889,-85.20437222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10057,Alabama,Urban,2016-02-04T21:50:00Z,Dark – Lighted,32.48930833,-86.40846111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420309,Pennsylvania,Rural,2016-05-16T08:27:00Z,Daylight,40.00468889,-75.93757778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Hillcrest,No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
10216,Alabama,Rural,2016-01-02T16:30:00Z,Daylight,32.57778889,-86.15536944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
450647,South Carolina,Urban,2016-09-17T08:50:00Z,Daylight,34.47640278,-82.75036111,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122104,Florida,Urban,2016-09-09T15:23:00Z,Daylight,28.06010833,-81.90809444,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220504,Louisiana,Urban,2016-10-22T05:15:00Z,Dark – Not Lighted,30.58476389,-90.95384167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,56,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
122822,Florida,Urban,2016-12-29T19:40:00Z,Dark – Lighted,26.97173889,-82.35321944,Dry,Not Reported,Curve Right,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
421052,Pennsylvania,Urban,2016-12-30T17:26:00Z,Dark – Not Lighted,40.14984722,-76.26785556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10060,Alabama,Rural,2016-02-07T15:23:00Z,Daylight,33.95832222,-87.00510556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Hillcrest,"Yes, Exceeded Speed Limit",65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61265,California,Rural,2016-08-05T16:25:00Z,Daylight,39.95519722,-121.64931667,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
450473,South Carolina,Rural,2016-05-06T14:00:00Z,Daylight,33.63430278,-80.40089444,Dry,Not Reported,Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
220545,Louisiana,Rural,2016-11-14T14:42:00Z,Daylight,30.98813333,-92.08889167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
360463,New York,Rural,2016-07-15T16:23:00Z,Daylight,43.57987222,-73.43987778,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,"Grade, Unknown Slope",No,58,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10108,Alabama,Rural,2016-03-05T14:20:00Z,Daylight,34.63446111,-85.90765,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
421039,Pennsylvania,Rural,2016-12-11T13:32:00Z,Daylight,39.87020556,-77.95886667,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Too Fast for Conditions",70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61866,California,Rural,2016-10-29T10:31:00Z,Daylight,33.61085556,-116.62412222,Dry,Not Reported,Straight,Hillcrest,No,48,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420631,Pennsylvania,Rural,2016-08-30T13:10:00Z,Daylight,41.83538056,-75.51020556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Hillcrest,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61927,California,Rural,2016-09-26T10:35:00Z,Daylight,40.65224722,-122.21767222,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,64,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
40408,Arizona,Rural,2016-06-10T15:33:00Z,Daylight,32.9442,-112.73504167,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Too Fast for Conditions",70,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
390812,Ohio,Rural,2016-10-18T13:27:00Z,Daylight,40.58681389,-82.91607778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420647,Pennsylvania,Rural,2016-09-25T11:05:00Z,Daylight,41.19957778,-79.10985833,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Hillcrest,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10152,Alabama,Rural,2016-03-22T06:30:00Z,Dawn,34.19233333,-86.786175,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420219,Pennsylvania,Rural,2016-04-23T15:25:00Z,Daylight,40.96829444,-75.13165833,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Specifics Unknown",48,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210401,Kentucky,Urban,2016-07-04T18:39:00Z,Daylight,38.06983889,-85.69435,Wet,"Blacktop, Bituminous, or Asphalt",Curve – Unknown Direction,Level,No,43,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
470924,Tennessee,Rural,2016-12-09T17:26:00Z,Dark – Not Lighted,35.18781944,-85.50151944,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61436,California,Rural,2016-03-03T19:58:00Z,Dark – Not Lighted,33.1766,-115.51905833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
270289,Minnesota,Rural,2016-10-22T10:24:00Z,Daylight,44.52637222,-93.00916944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,While Talking or Listening to Cellular Phone,None/Apparently Normal,No Obstruction Noted,Clear
220334,Louisiana,Urban,2016-07-06T07:20:00Z,Daylight,29.90951389,-89.90547222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
490189,Utah,Urban,2016-09-05T13:57:00Z,Daylight,40.03138889,-111.754075,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420771,Pennsylvania,Urban,2016-10-16T12:37:00Z,Daylight,40.68587222,-75.39094722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120215,Florida,Urban,2016-03-13T01:53:00Z,Dark – Not Lighted,28.45100556,-81.36090556,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220367,Louisiana,Urban,2016-08-04T09:45:00Z,Daylight,32.53136111,-92.03189722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
170439,Illinois,Urban,2016-06-17T17:25:00Z,Daylight,41.93522778,-88.42138056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",52,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420380,Pennsylvania,Urban,2016-06-14T17:35:00Z,Daylight,41.15588611,-80.11605556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220512,Louisiana,Urban,2016-09-27T18:32:00Z,Daylight,29.70673056,-90.62153611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10985,Alabama,Urban,2016-10-20T14:54:00Z,Daylight,33.60014444,-85.92624444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
270077,Minnesota,Urban,2016-04-15T16:32:00Z,Daylight,45.51384167,-92.95491667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Other Distraction,None/Apparently Normal,No Obstruction Noted,Clear
220576,Louisiana,Rural,2016-11-12T14:30:00Z,Daylight,30.71330278,-91.53475833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
50421,Arkansas,Rural,2016-12-18T21:18:00Z,Dark – Not Lighted,36.10353333,-94.06215556,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Downhill,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60408,California,Rural,2016-01-28T17:50:00Z,Dark – Not Lighted,36.26964167,-119.60060833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,62,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
450314,South Carolina,Urban,2016-05-22T15:18:00Z,Daylight,33.89771944,-81.07149722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
170814,Illinois,Rural,2016-10-18T13:56:00Z,Daylight,38.44362222,-90.12402778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220360,Louisiana,Rural,2016-07-22T20:25:00Z,Dark – Not Lighted,30.47981111,-90.18896667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
550465,Wisconsin,Rural,2016-11-09T21:14:00Z,Dark – Not Lighted,45.43391389,-92.54939722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220451,Louisiana,Rural,2016-08-20T04:25:00Z,Dark – Not Lighted,30.36619722,-93.40246111,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420969,Pennsylvania,Rural,2016-11-10T20:06:00Z,Dark – Not Lighted,39.75164444,-79.92476667,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,"Yes, Specifics Unknown",80,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
360963,New York,Urban,2016-06-22T15:49:00Z,Daylight,41.08123889,-73.81851389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Specifics Unknown",80,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420138,Pennsylvania,Urban,2016-02-02T13:17:00Z,Daylight,40.26977222,-76.68906389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,33,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122605,Florida,Urban,2016-11-27T17:58:00Z,Dusk,28.37567778,-81.50412222,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220151,Louisiana,Urban,2016-03-30T00:25:00Z,Dark – Not Lighted,30.29783056,-92.09667222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420370,Pennsylvania,Urban,2016-06-08T07:10:00Z,Daylight,40.04,-76.39597222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,35,Not Distracted,Physical Impairment – No Details,No Obstruction Noted,Clear
220178,Louisiana,Rural,2016-04-02T21:50:00Z,Dark – Not Lighted,32.56496111,-92.27403333,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope",No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220046,Louisiana,Rural,2016-01-30T04:14:00Z,Dark – Not Lighted,30.33602778,-93.36843056,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
250284,Massachusetts,Urban,2016-08-29T18:38:00Z,Daylight,42.00464722,-71.33525278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Hillcrest,No,23,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
320141,Nevada,Urban,2016-06-11T12:11:00Z,Daylight,36.15910556,-115.26219444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,48,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
120731,Florida,Urban,2016-04-16T16:30:00Z,Daylight,26.51611111,-81.94388889,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
470379,Tennessee,Urban,2016-05-30T11:08:00Z,Daylight,35.8037,-86.47836944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420378,Pennsylvania,Urban,2016-06-20T13:19:00Z,Daylight,40.31921944,-76.898525,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,14,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
130740,Georgia,Urban,2016-07-18T07:56:00Z,Daylight,33.69539444,-83.99697222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220031,Louisiana,Rural,2016-01-16T16:10:00Z,Dusk,30.26849167,-90.77319444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,57,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220278,Louisiana,Rural,2016-05-24T00:07:00Z,Dark – Not Lighted,30.95650833,-91.10491667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,63,Other Cellular Phone Related,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
170295,Illinois,Rural,2016-05-23T00:12:00Z,Dark – Not Lighted,38.20488333,-89.70326944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
10639,Alabama,Rural,2016-09-30T09:05:00Z,Daylight,31.447675,-85.60854444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
62619,California,Rural,2016-11-08T05:40:00Z,Dark – Not Lighted,33.09021667,-115.51501389,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,No,74,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
62061,California,Rural,2016-12-10T01:30:00Z,Dark – Not Lighted,34.36980556,-116.62298889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
